Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200
30-04-2024,172.52,174.17,169.2,169.53,65934800,0.0,0.0,,
01-05-2024,168.78,171.9,168.32,168.5,50383100,0.0,0.0,,
02-05-2024,171.7,172.6,170.09,172.22,94214900,0.0,0.0,,
03-05-2024,185.77,186.12,181.8,182.52,163224100,0.0,0.0,,
06-05-2024,181.49,183.33,179.57,180.86,78569700,0.0,0.0,,
07-05-2024,182.59,184.03,180.47,181.54,77305800,0.0,0.0,,
08-05-2024,181.99,182.21,180.6,181.88,45057100,0.0,0.0,,
09-05-2024,181.7,183.79,181.25,183.7,48983000,0.0,0.0,,
10-05-2024,184.28,184.47,181.52,182.44,50759500,0.25,0.0,,
13-05-2024,184.82,186.47,184.0,185.66,72044800,0.0,0.0,,
14-05-2024,186.88,187.67,185.67,186.8,52393600,0.0,0.0,,
15-05-2024,187.28,190.01,186.74,189.08,70400000,0.0,0.0,,
16-05-2024,189.83,190.46,189.02,189.2,52845200,0.0,0.0,,
17-05-2024,188.88,190.17,188.55,189.23,41282900,0.0,0.0,,
20-05-2024,188.7,191.28,188.38,190.4,44361300,0.0,0.0,,
21-05-2024,190.45,192.08,190.28,191.71,42309400,0.0,0.0,,
22-05-2024,191.63,192.17,189.63,190.26,34648500,0.0,0.0,,
23-05-2024,190.34,190.36,186.0,186.25,51005900,0.0,0.0,,
24-05-2024,188.19,189.94,187.41,189.34,36294600,0.0,0.0,,
28-05-2024,190.87,192.35,188.47,189.35,52280100,0.0,0.0,,
29-05-2024,188.97,191.61,188.88,189.65,53068000,0.0,0.0,,
30-05-2024,190.12,191.54,189.99,190.65,49947900,0.0,0.0,,
31-05-2024,190.8,191.92,189.27,191.61,75158300,0.0,0.0,,
03-06-2024,192.25,194.34,191.88,193.38,50080500,0.0,0.0,,
04-06-2024,193.99,194.67,192.38,193.7,47471400,0.0,0.0,,
05-06-2024,194.75,196.24,194.22,195.21,54156800,0.0,0.0,,
06-06-2024,195.03,195.84,193.52,193.83,41181800,0.0,0.0,,
07-06-2024,194.0,196.28,193.49,196.23,53103900,0.0,0.0,,
10-06-2024,196.24,196.64,191.51,192.47,97262100,0.0,0.0,,
11-06-2024,193.0,206.47,192.98,206.46,172373300,0.0,0.0,,
12-06-2024,206.68,219.46,206.21,212.36,198134300,0.0,0.0,,
13-06-2024,214.02,216.02,210.89,213.52,97862700,0.0,0.0,,
14-06-2024,213.13,214.45,210.59,211.78,70122700,0.0,0.0,,
17-06-2024,212.66,218.22,212.01,215.94,93728300,0.0,0.0,,
18-06-2024,216.86,217.9,212.29,213.57,79943300,0.0,0.0,,
20-06-2024,213.21,213.52,208.15,208.98,86172500,0.0,0.0,,
21-06-2024,209.69,211.18,206.42,206.79,246421400,0.0,0.0,,
24-06-2024,207.02,211.99,205.9,207.44,80727000,0.0,0.0,,
25-06-2024,208.45,210.67,207.91,208.37,56713900,0.0,0.0,,
26-06-2024,210.79,214.14,209.93,212.54,66213200,0.0,0.0,,
27-06-2024,213.97,215.02,211.64,213.38,49772700,0.0,0.0,,
28-06-2024,215.05,215.35,209.6,209.91,82542700,0.0,0.0,,
01-07-2024,211.38,216.78,211.21,216.02,60402900,0.0,0.0,,
02-07-2024,215.43,219.64,214.38,219.53,58046200,0.0,0.0,,
03-07-2024,219.26,220.81,218.3,220.81,37369800,0.0,0.0,,
05-07-2024,220.91,225.69,220.91,225.58,60412400,0.0,0.0,,
08-07-2024,226.33,227.09,222.5,227.06,59085900,0.0,0.0,,
09-07-2024,227.17,228.63,225.61,227.91,48076100,0.0,0.0,,
10-07-2024,228.53,232.3,228.48,232.2,62627700,0.0,0.0,,
11-07-2024,230.61,231.61,225.01,226.81,64710600,0.0,0.0,199.0832,
12-07-2024,228.15,231.86,227.91,229.77,53046500,0.0,0.0,200.28799999999998,
15-07-2024,235.69,236.44,232.31,233.61,62631300,0.0,0.0,201.5902,
16-07-2024,234.21,235.48,231.55,234.03,43234300,0.0,0.0,202.8264,
17-07-2024,228.68,230.68,225.88,228.11,57345900,0.0,0.0,203.7382,
18-07-2024,229.51,229.67,221.53,223.43,66034600,0.0,0.0,204.58960000000002,
19-07-2024,224.07,226.04,222.53,223.56,49151500,0.0,0.0,205.43,
22-07-2024,226.25,227.02,222.34,223.21,48201800,0.0,0.0,206.2566,
23-07-2024,223.62,226.18,221.93,224.26,39960300,0.0,0.0,207.06779999999998,
24-07-2024,223.25,224.05,216.4,217.81,61777600,0.0,0.0,207.7752,
25-07-2024,218.2,220.11,213.9,216.76,51391200,0.0,0.0,208.3972,
26-07-2024,217.97,218.75,215.29,217.23,41601300,0.0,0.0,209.00580000000002,
29-07-2024,216.23,218.57,215.03,217.51,36311800,0.0,0.0,209.57440000000003,
30-07-2024,218.46,219.59,215.4,218.07,41643800,0.0,0.0,210.1518,
31-07-2024,220.7,223.07,219.89,221.34,50036300,0.0,0.0,210.794,
01-08-2024,223.62,223.73,216.29,217.63,62501000,0.0,0.0,211.3386,
02-08-2024,218.42,224.84,216.98,219.12,105568600,0.0,0.0,211.8868,
05-08-2024,198.42,212.78,195.34,208.57,119548600,0.0,0.0,212.253,
06-08-2024,204.61,209.29,200.4,206.54,69660500,0.0,0.0,212.65879999999999,
07-08-2024,206.21,212.92,205.7,209.12,63516400,0.0,0.0,213.0544,
08-08-2024,212.4,213.48,208.13,212.6,47161100,0.0,0.0,213.51940000000002,
09-08-2024,211.39,216.05,211.26,215.52,42201600,0.0,0.0,214.0368,
12-08-2024,215.6,219.03,215.13,217.05,38028100,0.25,0.0,214.5648,
13-08-2024,218.53,221.4,218.53,220.78,44155300,0.0,0.0,215.14820000000003,
14-08-2024,220.09,222.54,219.22,221.23,41960600,0.0,0.0,215.7052,
15-08-2024,224.11,224.86,222.27,224.23,46414000,0.0,0.0,216.31580000000002,
16-08-2024,223.43,226.33,223.16,225.55,44340200,0.0,0.0,216.9226,
19-08-2024,225.22,225.49,222.55,225.39,40687800,0.0,0.0,217.55380000000002,
20-08-2024,225.27,226.67,224.95,226.01,30299000,0.0,0.0,218.1494,
21-08-2024,226.02,227.48,224.56,225.9,34765500,0.0,0.0,218.81799999999998,
22-08-2024,227.29,227.84,223.41,224.04,43695300,0.0,0.0,219.1696,
23-08-2024,225.16,227.72,223.84,226.34,38677300,0.0,0.0,219.4492,
26-08-2024,226.26,226.78,223.4,226.68,30602200,0.0,0.0,219.71239999999997,
27-08-2024,225.5,228.35,224.4,227.53,35934600,0.0,0.0,220.02740000000003,
28-08-2024,227.42,229.36,225.18,225.99,38052200,0.0,0.0,220.2284,
29-08-2024,229.59,232.41,228.38,229.29,51906300,0.0,0.0,220.5428,
30-08-2024,229.68,229.89,226.98,228.5,52990800,0.0,0.0,220.9332,
03-09-2024,228.05,228.5,220.68,222.28,50190600,0.0,0.0,221.243,
04-09-2024,221.17,221.29,217.0,220.37,43840200,0.0,0.0,221.5016,
05-09-2024,221.14,224.98,221.03,221.89,36615400,0.0,0.0,221.77200000000002,
06-09-2024,223.46,224.75,219.29,220.34,48423000,0.0,0.0,221.928,
09-09-2024,220.34,220.78,216.23,220.42,67180000,0.0,0.0,222.0688,
10-09-2024,218.44,220.99,216.25,219.63,51591000,0.0,0.0,222.26319999999998,
11-09-2024,220.97,222.6,217.41,222.17,44587100,0.0,0.0,222.3862,
12-09-2024,222.01,223.06,219.34,222.28,37498200,0.0,0.0,222.44119999999998,
13-09-2024,223.09,223.55,221.42,222.01,36766600,0.0,0.0,222.4652,
16-09-2024,216.06,216.74,213.45,215.84,59357400,0.0,0.0,222.2704,
17-09-2024,215.28,216.42,214.03,216.31,45519300,0.0,0.0,222.05540000000002,
18-09-2024,217.07,222.22,217.06,220.21,59894900,0.0,0.0,221.9014,
19-09-2024,224.5,229.32,224.14,228.37,66781300,0.0,0.0,221.82479999999998,
20-09-2024,229.46,232.58,227.12,227.7,318679900,0.0,0.0,221.84260000000003,
23-09-2024,226.84,228.95,225.31,225.97,54146000,0.0,0.0,221.7666,
24-09-2024,228.15,228.85,225.23,226.87,43556100,0.0,0.0,221.63179999999997,
25-09-2024,224.44,226.79,223.53,225.87,42308700,0.0,0.0,221.4686,
26-09-2024,226.8,228.0,224.91,227.02,36636700,0.0,0.0,221.4468,
27-09-2024,227.96,229.02,226.8,227.29,34026000,0.0,0.0,221.52399999999997,
30-09-2024,229.53,232.49,229.15,232.49,54541900,0.0,0.0,221.7026,
01-10-2024,229.02,229.15,223.25,225.71,63285000,0.0,0.0,221.75260000000003,
02-10-2024,225.39,226.87,222.53,226.28,32880600,0.0,0.0,221.79300000000003,
03-10-2024,224.65,226.31,222.83,225.17,34044200,0.0,0.0,221.94019999999998,
04-10-2024,227.4,227.5,223.64,226.3,37245100,0.0,0.0,222.13099999999997,
07-10-2024,224.01,225.19,220.84,221.2,39505400,0.0,0.0,222.21039999999996,
08-10-2024,223.81,225.48,222.76,225.27,31855700,0.0,0.0,222.36559999999997,
09-10-2024,224.74,229.25,224.34,229.04,33591100,0.0,0.0,222.585,
10-10-2024,227.28,229.0,226.67,228.54,28183500,0.0,0.0,222.72899999999998,
11-10-2024,228.8,228.91,226.84,227.05,31759200,0.0,0.0,222.91740000000001,
14-10-2024,228.2,231.22,228.1,230.79,39882100,0.0,0.0,223.15079999999998,
15-10-2024,233.1,236.97,231.86,233.34,64751400,0.0,0.0,223.6462,
16-10-2024,231.09,231.61,229.34,231.27,34082200,0.0,0.0,224.1408,
17-10-2024,232.92,233.34,230.01,231.64,32993800,0.0,0.0,224.5912,
18-10-2024,235.66,235.66,233.5,234.48,46431500,0.0,0.0,225.02879999999996,
21-10-2024,233.94,236.33,233.94,235.96,36254500,0.0,0.0,225.43759999999997,
22-10-2024,233.38,235.7,232.09,235.34,38846600,0.0,0.0,225.8034,
23-10-2024,233.57,234.62,227.26,230.25,52287000,0.0,0.0,225.9928,
24-10-2024,229.47,230.31,227.91,230.06,31109500,0.0,0.0,226.1694,
25-10-2024,229.24,232.71,229.07,230.9,38802300,0.0,0.0,226.3028,
28-10-2024,232.81,234.21,232.04,232.89,36087100,0.0,0.0,226.44960000000003,
29-10-2024,232.59,233.82,231.81,233.16,35417200,0.0,0.0,226.605,
30-10-2024,232.1,232.96,229.05,229.59,47070900,0.0,0.0,226.6766,
31-10-2024,228.84,229.33,224.88,225.41,64370100,0.0,0.0,226.6668,
01-11-2024,220.48,224.86,219.79,222.42,65276700,0.0,0.0,226.63440000000003,
04-11-2024,220.5,222.3,219.23,221.52,44944500,0.0,0.0,226.53799999999998,
05-11-2024,221.31,223.46,220.65,222.96,28111300,0.0,0.0,226.4636,
06-11-2024,222.12,225.57,220.7,222.23,54561100,0.0,0.0,226.3576,
07-11-2024,224.14,227.38,224.08,226.98,42137700,0.0,0.0,226.37739999999997,
08-11-2024,226.92,228.41,226.16,226.71,38328800,0.25,0.0,226.32580000000002,
11-11-2024,224.75,225.45,221.26,223.98,42005600,0.0,0.0,226.2354,
12-11-2024,224.3,225.34,223.11,223.98,40398300,0.0,0.0,226.2694,
13-11-2024,223.76,226.4,222.52,224.87,48566200,0.0,0.0,226.3594,
14-11-2024,224.77,228.62,224.75,227.97,44923900,0.0,0.0,226.481,
15-11-2024,226.15,226.67,224.02,224.75,47923700,0.0,0.0,226.5692,
18-11-2024,225.0,229.49,224.92,227.77,44686000,0.0,0.0,226.7162,
19-11-2024,226.73,229.91,226.41,228.03,36211800,0.0,0.0,226.88420000000002,
20-11-2024,227.81,229.68,225.64,228.75,35169600,0.0,0.0,227.0158,
21-11-2024,228.63,229.91,225.46,228.27,42108300,0.0,0.0,227.13559999999998,
